Channel Number	Receive Frequency	Transmit Frequency	Offset Frequency	Offset Direction	Name	Operating Mode	Tx Power	AMS	Fusion	Half Dev	Tone Mode	CTCSS	DCS	DCS Polarity	RX DGID	TX DGID	User CTCSS	Skip	Step	Attenuator	S-Meter Squelch	Bell	Clock Shift	Simplex	Central Sound	North Sound	South Sound	Foothills	BANK 6	BANK 7	BANK 8	BANK 9	BANK10	BANK11	BANK12	BANK13	BANK14	BANK15	BANK16	BANK17	BANK18	BANK19	BANK20	BANK21	BANK22	BANK23	Comment	
368	444.80000	449.80000	5.00 MHz	Plus	WA7MV (RR#73)	FM	High (5 W)	Off	Off	Off	Tone	110.9 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Winthrop (Methow Valley Amateur Radio Club)	
369	145.49000	144.89000	600 kHz	Minus	K7LWH (RR#74)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Kirkland (Lake Washington Ham Club)	
370	224.36000	222.76000	1.60 MHz	Minus	K7LWH (RR#75)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Kirkland (Lake Washington Ham Club)	
371	441.07500	446.07500	5.00 MHz	Plus	K7LWH (RR#76)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Kirkland (Lake Washington Ham Club)	
372	53.17000	51.47000	1.70 MHz	Minus	K7LWH (RR#78)	FM	High (5 W)	Off	Off	Off	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Kirkland (Lake Washington Ham Club)	
373	146.88000	146.28000	600 kHz	Minus	WR7VHF (RR#79)	FM	High (5 W)	Off	Off	Off	Tone	123.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Spokane (Inland Empire VHF Radio Amateurs)	
374	147.34000	147.94000	600 kHz	Plus	WR7VHF (RR#80)	FM	High (5 W)	Off	Off	Off	Tone	123.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Spokane (Inland Empire VHF Radio Amateurs)	
375	444.60000	449.60000	5.00 MHz	Plus	WR7VHF (RR#81)	FM	High (5 W)	Off	Off	Off	Tone	123.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Spokane (Inland Empire VHF Radio Amateurs)	
376	145.49000	144.89000	600 kHz	Minus	K7JEP (RR#82)	FM	High (5 W)	Off	Off	Off	Tone	136.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Hoodoo Mtn, ID (Bonner County Amateur Radio Club)	
377	444.55000	449.55000	5.00 MHz	Plus	K7JEP (RR#83)	FM	High (5 W)	Off	Off	Off	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Blanchard, ID (Bonner County Amateur Radio Club)	
378	147.00000	147.60000	600 kHz	Plus	K7RHT (RR#84)	FM	High (5 W)	Off	Off	Off	Tone	131.8 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Table Mtn. (K7RHT)	
379	444.45000	449.45000	5.00 MHz	Plus	K7RHT (RR#85)	FM	High (5 W)	Off	Off	Off	Tone	131.8 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Table Mtn. (K7RHT)	
380	147.24000	147.84000	600 kHz	Plus	KC7VQR (RR#86)	FM	High (5 W)	Off	Off	Off	Tone	192.8 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Yakima Canyon (N7YRC Group)	
381	440.32500	445.32500	5.00 MHz	Plus	W6TQF (RR#87)	FM	High (5 W)	Off	Off	Off	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Augspurger Mtn, WA (Skamania County ARES)	
382	145.25000	144.65000	600 kHz	Minus	KB7APU (RR#88)	FM	High (5 W)	Off	Off	Off	Tone	186.2 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Red Mountain (Skamania County ARES)	
383	145.35000	144.75000	600 kHz	Minus	N7MHE (RR#89)	FM	High (5 W)	Off	Off	Off	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Saddle Mtn, WA (Craig Morrison's N7MHE repeater)	
384	224.94000	223.34000	1.60 MHz	Minus	K7SWI (RR#90)	FM	High (5 W)	Off	Off	Off	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Squaw Butte, ID (South West Idaho Amateur Radio Club)	
385	444.37500	449.37500	5.00 MHz	Plus	K7SWI (RR#91)	FM	High (5 W)	Off	Off	Off	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Squaw Butte, ID (South West Idaho Amateur Radio Club)	
386	146.74000	146.14000	600 kHz	Minus	N7UBO (RR#92)	FM	High (5 W)	Off	Off	Off	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Squaw Butte, ID (South West Idaho Amateur Radio Club)	
387	146.92000	146.32000	600 kHz	Minus	KI7PWR (RR#93)	FM	High (5 W)	Off	Off	Off	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Hat Butte, ID (South West Idaho Amateur Radio Club)	
388	442.00000	447.00000	5.00 MHz	Plus	NE7MC (RR#94)	FM	High (5 W)	Off	Off	Off	Tone	141.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Kenmore (Northshore Emergency Management Coalition)	
389	145.17000	144.57000	600 kHz	Minus	NM7E (RR#95)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Belfair, WA (North Mason Amateur Radio Emergency Service Club)	
390	224.26000	222.66000	1.60 MHz	Minus	NM7E (RR#96)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Belfair, WA (North Mason Amateur Radio Emergency Service Club)	
391	440.52500	445.52500	5.00 MHz	Plus	W7ACS (RR#97)	FM	High (5 W)	Off	Off	Off	Tone	141.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Seattle (Seattle Auxiliary Commonications Service)	
392	440.60000	445.60000	5.00 MHz	Plus	W7ACS (RR#98)	FM	High (5 W)	Off	Off	Off	Tone	141.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Lake Forest Park (Seattle Auxiliary Communications Service)	
393	442.30000	447.30000	5.00 MHz	Plus	W7ACS (RR#99)	FM	High (5 W)	Off	Off	Off	Tone	141.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Seattle (Seattle Auxiliary Communications Service)	
394	442.87500	447.87500	5.00 MHz	Plus	W7ACS (RR#100)	FM	High (5 W)	Off	Off	Off	Tone	141.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Seattle (Seattle Auxiliary Communications Service)	
395	443.02500	448.02500	5.00 MHz	Plus	W7ACS (RR#101)	FM	High (5 W)	Off	Off	Off	Tone	141.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Seattle (Seattle Auxiliary Commonications Service)	
396	443.20000	448.20000	5.00 MHz	Plus	W7ACS (RR#102)	FM	High (5 W)	Off	Off	Off	Tone	141.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	White Center (Seattle Auxiliary Communications Service)	
397	443.47500	448.47500	5.00 MHz	Plus	W7ACS (RR#103)	FM	High (5 W)	Off	Off	Off	Tone	141.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Seattle (Seattle Auxiliary Communications Service)	
398	443.65000	448.65000	5.00 MHz	Plus	W7ACS (RR#104)	FM	High (5 W)	Off	Off	Off	Tone	141.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	North Seattle (Seattle Auxiliary Communications Service)	
399	444.55000	449.55000	5.00 MHz	Plus	W7ACS (RR#105)	FM	High (5 W)	Off	Off	Off	Tone	141.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Seattle (Seattle Auxiliary Communications Service)	
400	145.27500	144.67500	600 kHz	Minus	KK7DFL (RR#106)	FM	High (5 W)	Off	Off	On	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Olympia (Carl K7CH's repeater system)	
401	145.21000	144.61000	600 kHz	Minus	W7DK (RR#107)	FM	High (5 W)	Off	Off	Off	Tone	141.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Tacoma (Radio Club of Tacoma)	
402	147.28000	147.88000	600 kHz	Plus	W7DK (RR#108)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Tacoma (Radio Club of Tacoma)	
403	147.38000	147.98000	600 kHz	Plus	W7DK (RR#109)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Crawford Mtn. (Radio Club of Tacoma)	
404	440.62500	445.62500	5.00 MHz	Plus	W7DK (RR#110)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Tacoma (Radio Club of Tacoma)	
405	443.92500	448.92500	5.00 MHz	Plus	W7FLY (RR#111)	FM	High (5 W)	Off	Off	Off	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Lynnwood (Boeing Employees Amateur Radio Operators North Society)	
406	443.10000	448.10000	5.00 MHz	Plus	WA7ST (RR#112)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	SeaTac (Highline Amateur Radio Club)	
407	146.66000	146.06000	600 kHz	Minus	NC7G (RR#113)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	SeaTac (Highline Amateur Radio Club)	
408	441.12500	446.12500	5.00 MHz	Plus	W7BUR (RR#114)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Burien (Highline Amateur Radio Club)	
409	443.70000	448.70000	5.00 MHz	Plus	WA7DES (RR#115)	FM	High (5 W)	Off	Off	Off	Tone	123.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Des Moines (Highline Amateur Radio Club)	
410	146.70000	146.10000	600 kHz	Minus	N7MHE (RR#116)	FM	High (5 W)	Off	Off	Off	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Moses Lake, WA (Craig Morrison's N7MHE repeater)	
411	444.47500	449.47500	5.00 MHz	Plus	W7NPC (RR#117)	FM	High (5 W)	Off	Off	On	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Bainbridge Isl. (Bainbridge Amateur Radio Club)	
412	147.28000	147.88000	600 kHz	Plus	KB7ARA (RR#120)	FM	High (5 W)	Off	Off	Off	None	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Pikes Peak (Kamiak Butte Amateur Repeater Association)	
413	147.32000	147.92000	600 kHz	Plus	KA7FVV (RR#121)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	West Twin (Kamiak Butte Amateur Repeater Association)	
414	147.36000	147.96000	600 kHz	Plus	N7WRR (RR#122)	FM	High (5 W)	Off	Off	Off	None	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Stensgar Mtn. (Kamiak Butte Amateur Repeater Association)	
415	147.38000	147.98000	600 kHz	Plus	N7WRQ (RR#123)	FM	High (5 W)	Off	Off	Off	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Mica Peak (Kamiak Butte Amateur Repeater Association)	
416	440.07500	445.07500	5.00 MHz	Plus	N7OEP (RR#124)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Enumclaw (Tom N7OEP's repeater system)	
417	443.17500	448.17500	5.00 MHz	Plus	N7OEP (RR#125)	FM	High (5 W)	Off	Off	Off	Tone	107.2 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Enumclaw (Tom N7OEP's repeater system)	
418	53.33000	51.63000	1.70 MHz	Minus	N7OEP (RR#126)	FM	High (5 W)	Off	Off	Off	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Baldi Mtn. (Tom N7OEP's repeater system)	
419	145.25000	144.65000	600 kHz	Minus	KB7APU (RR#127)	FM	High (5 W)	Off	Off	Off	Tone	186.2 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Red Mountain (Skamania County ARES)	
420	441.42500	446.42500	5.00 MHz	Plus	N7KN (RR#128)	FM	High (5 W)	Off	Off	Off	Tone	110.9 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Whidbey Isl. (Charlie N7KN's repeater system)	
421	442.72500	447.72500	5.00 MHz	Plus	N7YRC (RR#129)	FM	High (5 W)	Off	Off	Off	Tone	127.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Cowiche Mtn. (N7YRC Group)	
422	444.75000	449.75000	5.00 MHz	Plus	N7YRC (RR#130)	FM	High (5 W)	Off	Off	Off	Tone	131.8 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Lookout Point (N7YRC Group)	
423	53.93000	52.23000	1.70 MHz	Minus	N7YRC (RR#131)	FM	High (5 W)	Off	Off	Off	None	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Cowiche (N7YRC Group)	
424	145.23000	144.63000	600 kHz	Minus	N3KPU (RR#132)	FM	High (5 W)	Off	Off	Off	Tone	146.2 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Graham (Michael N3KPU's repeater system)	
425	442.75000	447.75000	5.00 MHz	Plus	KE7YYD (RR#133)	FM	High (5 W)	Off	Off	Off	Tone	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	JBLM (Madigan Army Medical Center)	
426	147.32000	147.92000	600 kHz	Plus	K7CST (RR#134)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Kent (Kent Communications Support Team ARC)	
427	146.86000	146.26000	600 kHz	Minus	WA7SAR (RR#135)	FM	High (5 W)	Off	Off	Off	Tone	123.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Darland Mtn. (Yakima County Radio Amateurs)	
428	147.08000	147.68000	600 kHz	Plus	WA7SAR (RR#136)	FM	High (5 W)	Off	Off	Off	Tone	123.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	King Mtn. (Yakima County Radio Amateurs)	
429	444.60000	449.60000	5.00 MHz	Plus	WA7SAR (RR#137)	FM	High (5 W)	Off	Off	Off	Tone	123.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Yakima (Yakima County Radio Amateurs)	
430	146.70000	146.10000	600 kHz	Minus	N7JN (RR#138)	FM	High (5 W)	Off	Off	Off	Tone	131.8 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	San Juan Isl. (San Juan County Amateur Radio Club)	
431	224.48000	222.88000	1.60 MHz	Minus	N7JN (RR#139)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Mt. Constitution (San Juan County Amateur Radio Club)	
432	443.45000	448.45000	5.00 MHz	Plus	N7JN (RR#140)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Mt. Constitution (San Juan County Amateur Radio Club)	
433	224.16000	222.56000	1.60 MHz	Minus	W7ECG (RR#141)	FM	High (5 W)	Off	Off	Off	Tone	156.7 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Lookout Mtn. (Whatcom Emergency Communications Group)	
434	442.25000	447.25000	5.00 MHz	Plus	W7ECG (RR#142)	FM	High (5 W)	Off	Off	Off	Tone	156.7 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Lookout Mtn. (Whatcom Emergency Communications Group)	
435	442.82500	447.82500	5.00 MHz	Plus	W7ECG (RR#143)	FM	High (5 W)	Off	Off	Off	Tone	156.7 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Ferndale (Whatcom Emergency Communications Group)	
436	146.86000	146.26000	600 kHz	Minus	W7AVM (RR#144)	FM	High (5 W)	Off	Off	Off	Tone	127.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Whidbey Isl. (Island County ARC)	
